Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.993784212,0.20%,1.80%,5385,-27.60%,4.90%,9881,0.30%,-60.70%,27,-2,-40,$345K,-2.00%,19.00%,6925,62.20%,-16.80%,1/31/2013,All Residential,"Los Angeles, CA metro area"
0.964714775,0.20%,1.10%,2493,-14.50%,11.30%,,,,,,,$175K,-2.80%,25.00%,,,,1/31/2013,All Residential,"Miami, FL metro area"
0.972369529,0.00%,1.20%,2371,-21.00%,10.30%,15683,3.30%,-13.40%,113,1,-13,$130K,-2.30%,18.20%,3737,54.90%,0.30%,1/31/2013,All Residential,"Orlando, FL metro area"
0.944075449,-0.40%,0.90%,3092,2.00%,42.80%,16889,-1.70%,-20.40%,86,11,-40,$200K,-5.70%,2.60%,4435,98.40%,-4.40%,1/31/2013,All Residential,"Philadelphia, PA metro area"
1.022141655,0.00%,4.30%,822,-34.20%,-4.40%,1492,9.20%,-47.20%,23,3,-29,$712K,-5.10%,26.20%,1168,115.90%,-14.70%,1/31/2013,All Residential,"San Francisco, CA metro area"
1.024997251,-0.30%,3.50%,906,-34.40%,-15.60%,1145,13.90%,-58.10%,15,2,-28,$575K,-1.70%,35.30%,1198,83.50%,-24.20%,1/31/2013,All Residential,"San Jose, CA metro area"
0.991768141,0.20%,1.90%,2292,-26.40%,17.80%,6161,-4.10%,-41.80%,40,2,-30,$290K,-6.50%,15.30%,3285,82.80%,15.50%,1/31/2013,All Residential,"Seattle, WA metro area"
0.983639032,0.00%,1.00%,4916,-7.70%,14.80%,12114,-5.60%,-29.60%,45,7,-21,$318K,-4.20%,12.60%,5665,56.80%,-2.80%,1/31/2013,All Residential,"Washington, DC metro area"
0.950790795,1.00%,1.10%,2431,5.80%,18.20%,13206,2.30%,-17.10%,79,-5,-18,$150K,-0.10%,30.30%,3616,54.10%,5.30%,1/31/2013,All Residential,"West Palm Beach, FL metro area"
0.965491218,-0.10%,1.40%,2821,-15.70%,-2.00%,20783,7.00%,-21.40%,128,9,-14,$280K,-1.40%,9.80%,5150,7.00%,-18.00%,2/28/2013,All Residential,"Boston, MA metro area"
0.960072536,0.50%,2.00%,6280,-22.50%,24.50%,46233,3.90%,-18.00%,107,2,-26,$135K,-6.90%,2.30%,11872,5.90%,0.10%,2/28/2013,All Residential,"Chicago, IL metro area"
,,,5245,13.40%,17.40%,21428,2.50%,-18.40%,59,-2,-24,$165K,5.10%,7.80%,8327,8.60%,1.20%,2/28/2013,All Residential,"Dallas-Fort Worth, TX metro area"
0.964769295,-0.10%,0.60%,4450,14.00%,17.60%,19159,-0.20%,-22.70%,62,0,-22,$165K,7.60%,9.70%,7123,4.30%,2.60%,2/28/2013,All Residential,"Houston, TX metro area"
0.995747801,0.20%,1.90%,5344,-0.80%,-0.50%,9697,-1.90%,-59.80%,24,-3,-42,$353K,2.30%,17.70%,6850,-1.10%,-16.50%,2/28/2013,All Residential,"Los Angeles, CA metro area"
0.963000838,-0.20%,0.90%,2236,-10.30%,0.30%,,,,,,,$170K,-2.90%,17.20%,,,,2/28/2013,All Residential,"Miami, FL metro area"
0.973957749,0.20%,1.10%,2736,15.40%,11.40%,15817,0.90%,-14.80%,106,-7,-13,$134K,2.80%,17.20%,3558,-4.80%,-3.90%,2/28/2013,All Residential,"Orlando, FL metro area"
0.940861739,-0.30%,0.70%,2066,-33.20%,8.90%,17481,3.50%,-23.70%,96,10,-32,$192K,-4.00%,-0.30%,4854,9.40%,-9.90%,2/28/2013,All Residential,"Philadelphia, PA metro area"
1.037202973,1.50%,5.10%,895,8.90%,-12.50%,1677,12.40%,-39.80%,16,-7,-37,$765K,7.40%,27.50%,1380,18.20%,-9.80%,2/28/2013,All Residential,"San Francisco, CA metro area"
1.042460024,1.70%,5.10%,953,5.20%,-19.10%,1294,13.00%,-49.60%,12,-3,-21,$603K,4.90%,34.00%,1416,18.20%,-12.60%,2/28/2013,All Residential,"San Jose, CA metro area"
0.995428841,0.40%,2.00%,2470,7.80%,7.30%,6229,1.10%,-38.50%,39,-1,-37,$310K,6.90%,19.30%,3717,13.20%,6.20%,2/28/2013,All Residential,"Seattle, WA metro area"
0.985005979,0.10%,0.90%,4291,-12.70%,3.30%,12381,2.20%,-28.30%,42,-3,-25,$311K,-2.00%,10.00%,6658,17.50%,-2.60%,2/28/2013,All Residential,"Washington, DC metro area"
0.949425831,-0.10%,0.80%,2497,2.70%,18.20%,13694,3.70%,-14.10%,84,5,-7,$154K,2.70%,28.30%,3812,5.40%,20.30%,2/28/2013,All Residential,"West Palm Beach, FL metro area"
0.984134706,-0.10%,1.50%,7268,-1.10%,11.20%,25729,-6.80%,-7.50%,81,1,-21,$355K,-0.10%,10.80%,6355,-4.70%,11.90%,8/31/2013,All Residential,"Boston, MA metro area"
0.974051269,-0.10%,1.90%,12872,-1.00%,28.30%,49559,-3.00%,-12.30%,74,-1,-24,$195K,-2.50%,15.00%,13820,-5.40%,16.70%,8/31/2013,All Residential,"Chicago, IL metro area"
,,,9001,-1.30%,17.40%,23494,-1.50%,-12.00%,35,1,-16,$189K,-0.50%,11.80%,9470,-12.40%,14.30%,8/31/2013,All Residential,"Dallas-Fort Worth, TX metro area"
0.978151939,-0.10%,1.00%,7384,-4.10%,13.90%,21121,0.20%,-13.50%,31,1,-20,$187K,-1.50%,12.80%,8604,-9.60%,18.10%,8/31/2013,All Residential,"Houston, TX metro area"
1.007733964,-0.20%,1.70%,7695,4.70%,-4.80%,13627,3.80%,-14.30%,17,2,-20,$440K,2.30%,30.90%,8622,-6.20%,16.00%,8/31/2013,All Residential,"Los Angeles, CA metro area"
0.970902255,0.00%,0.70%,3215,-2.40%,6.10%,,,,52,6,,$205K,4.10%,28.10%,,,,8/31/2013,All Residential,"Miami, FL metro area"
0.98122443,0.10%,0.80%,3543,-3.60%,8.80%,15633,-0.40%,-10.20%,85,1,-26,$157K,1.30%,26.60%,4108,-2.00%,9.20%,8/31/2013,All Residential,"Orlando, FL metro area"
0.959590882,-0.40%,0.80%,4522,-5.10%,16.70%,19670,-2.50%,-7.20%,52,4,-19,$244K,-1.50%,6.20%,4657,-10.20%,4.50%,8/31/2013,All Residential,"Philadelphia, PA metro area"
1.050292587,-0.70%,2.90%,1554,-7.00%,0.80%,2119,-5.00%,-13.80%,15,0,-4,$848K,0.00%,20.60%,1544,-10.80%,3.00%,8/31/2013,All Residential,"San Francisco, CA metro area"
1.034555213,-1.30%,1.60%,1691,0.20%,7.20%,2214,-7.70%,8.90%,13,1,-1,$680K,-4.20%,16.20%,1746,-17.50%,9.10%,8/31/2013,All Residential,"San Jose, CA metro area"
1.00336411,-0.50%,1.30%,4362,-3.90%,14.20%,9495,5.50%,1.70%,14,2,-17,$355K,-2.20%,13.80%,4896,-6.60%,22.80%,8/31/2013,All Residential,"Seattle, WA metro area"
0.991541664,-0.20%,0.90%,7715,1.20%,11.80%,17020,1.90%,-1.40%,20,3,-14,$375K,-2.60%,9.20%,7974,-7.10%,15.60%,8/31/2013,All Residential,"Washington, DC metro area"
0.954406161,0.00%,0.70%,2800,-11.80%,11.60%,12210,1.20%,-10.20%,71,-7,-13,$181K,0.80%,29.00%,3704,7.90%,34.50%,8/31/2013,All Residential,"West Palm Beach, FL metro area"
0.97808279,-0.20%,0.30%,4016,-32.20%,24.20%,11550,-4.70%,-31.40%,41,9,-63,$349K,-0.30%,1.20%,4371,54.50%,13.10%,1/31/2016,All Residential,"Boston, MA metro area"
0.962590308,-0.10%,0.10%,7576,-16.10%,11.80%,39415,0.80%,-5.10%,93,8,1,$190K,-5.00%,8.50%,10045,65.30%,-3.80%,1/31/2016,All Residential,"Chicago, IL metro area"
,,,5102,-34.10%,12.70%,15634,2.40%,0.00%,41,2,-2,$200K,-7.80%,5.30%,7655,47.70%,7.90%,1/31/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.967372421,-0.10%,-0.50%,4311,-35.40%,-0.30%,21676,2.90%,22.30%,50,6,11,$200K,-7.60%,5.30%,7786,48.60%,-0.30%,1/31/2016,All Residential,"Houston, TX metro area"
0.988192832,-0.20%,0.50%,4633,-30.50%,4.20%,13998,10.70%,-4.30%,42,5,-7,$500K,-1.50%,8.70%,7074,62.30%,-3.20%,1/31/2016,All Residential,"Los Angeles, CA metro area"
0.959608252,0.20%,0.00%,2005,-32.80%,-13.10%,17977,4.50%,2.10%,63,1,-12,$235K,-4.10%,11.90%,4758,35.10%,0.00%,1/31/2016,All Residential,"Miami, FL metro area"
0.970325055,0.10%,0.40%,2738,-24.20%,2.70%,12412,1.70%,-11.40%,57,2,-9,$185K,-0.10%,13.50%,4112,32.90%,-8.80%,1/31/2016,All Residential,"Orlando, FL metro area"
0.95480054,-0.40%,0.40%,3022,-24.00%,14.00%,15955,-3.20%,-7.20%,72,8,-5,$205K,-6.80%,-1.00%,3937,40.00%,-5.80%,1/31/2016,All Residential,"Philadelphia, PA metro area"
1.04174808,-0.60%,0.70%,717,-42.30%,5.60%,1359,28.90%,4.80%,31,4,3,$990K,-5.70%,8.80%,1027,140.50%,-3.90%,1/31/2016,All Residential,"San Francisco, CA metro area"
1.021986199,-0.10%,0.20%,847,-37.60%,4.40%,1233,10.90%,-10.60%,37,3,3,$770K,-6.10%,10.50%,1017,79.00%,-1.90%,1/31/2016,All Residential,"San Jose, CA metro area"
1.001610031,0.10%,1.10%,2365,-38.80%,2.40%,4048,-1.10%,-31.90%,23,-1,-20,$407K,1.60%,13.10%,3199,71.10%,-1.30%,1/31/2016,All Residential,"Seattle, WA metro area"
0.981948912,-0.30%,0.20%,4449,-38.10%,3.60%,16193,-5.90%,-1.10%,56,8,-2,$345K,-5.10%,-0.10%,5608,27.50%,-10.40%,1/31/2016,All Residential,"Washington, DC metro area"
0.950544286,-0.30%,0.20%,2072,-31.40%,-1.50%,14512,8.40%,-2.50%,77,8,-1,$220K,-3.50%,12.20%,4457,48.10%,-1.90%,1/31/2016,All Residential,"West Palm Beach, FL metro area"
0.977265211,-0.20%,-0.10%,5344,4.60%,3.80%,25531,-4.00%,0.50%,85,0,2,$330K,-1.50%,1.50%,6344,-14.90%,0.20%,10/31/2014,All Residential,"Boston, MA metro area"
0.966114099,-0.10%,-0.50%,11203,31.70%,-7.90%,50286,-4.50%,7.00%,74,5,-1,$189K,-4.50%,5.00%,11560,-11.30%,1.70%,10/31/2014,All Residential,"Chicago, IL metro area"
,,,7489,-0.80%,9.60%,19221,-5.30%,-11.00%,40,5,-3,$190K,-1.30%,5.60%,7645,-0.80%,-1.20%,10/31/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.974655698,-0.20%,0.20%,6993,1.30%,9.50%,18460,-3.00%,-8.50%,33,6,-9,$191K,-2.30%,8.10%,7515,1.40%,4.30%,10/31/2014,All Residential,"Houston, TX metro area"
0.990070086,-0.20%,-1.00%,6582,10.80%,-3.00%,17796,-2.20%,24.20%,37,7,16,$473K,0.60%,8.70%,7882,2.40%,1.70%,10/31/2014,All Residential,"Los Angeles, CA metro area"
0.962428034,-0.50%,-1.00%,3329,34.40%,6.20%,17437,1.40%,,67,2,13,$220K,0.00%,15.70%,4782,10.20%,,10/31/2014,All Residential,"Miami, FL metro area"
0.966696652,0.00%,-1.00%,3563,22.10%,18.10%,14776,0.90%,-8.60%,53,1,-35,$165K,-2.40%,6.50%,4427,3.10%,9.50%,10/31/2014,All Residential,"Orlando, FL metro area"
0.956502588,0.30%,0.30%,3967,19.60%,3.70%,21321,-2.60%,7.80%,64,8,1,$215K,-1.80%,-1.40%,5027,-9.30%,6.80%,10/31/2014,All Residential,"Philadelphia, PA metro area"
1.058216733,1.00%,1.20%,1547,26.90%,-4.00%,2164,-9.50%,-2.70%,18,1,3,$960K,3.20%,11.00%,1443,-21.70%,-7.10%,10/31/2014,All Residential,"San Francisco, CA metro area"
1.023797528,-0.30%,0.00%,1474,33.40%,-5.40%,2481,-11.40%,23.80%,25,10,10,$750K,4.20%,11.10%,1393,-11.70%,-4.20%,10/31/2014,All Residential,"San Jose, CA metro area"
0.992589603,-0.20%,-0.30%,4016,6.70%,5.30%,8779,-7.50%,-3.40%,28,7,7,$371K,-2.30%,6.00%,3839,-9.70%,1.00%,10/31/2014,All Residential,"Seattle, WA metro area"
0.985194756,-0.10%,-0.60%,6289,13.30%,-1.10%,22554,-3.50%,25.70%,39,5,14,$358K,-0.70%,2.10%,7656,-9.50%,2.40%,10/31/2014,All Residential,"Washington, DC metro area"
0.954900554,0.00%,-0.60%,3001,24.00%,7.30%,13932,3.00%,7.40%,70,1,3,$200K,2.50%,14.20%,3975,7.50%,4.40%,10/31/2014,All Residential,"West Palm Beach, FL metro area"
0.9686676,0.30%,1.20%,3804,34.80%,-1.50%,22994,10.60%,-23.10%,118,-10,-24,$290K,3.60%,7.40%,7139,38.60%,-21.30%,3/31/2013,All Residential,"Boston, MA metro area"
0.959682075,0.00%,1.50%,7444,18.50%,11.10%,47372,2.50%,-18.80%,103,-4,-31,$145K,7.40%,2.80%,13438,13.20%,-6.10%,3/31/2013,All Residential,"Chicago, IL metro area"
,,,7391,40.90%,24.10%,21754,1.50%,-20.40%,43,-16,-25,$175K,6.10%,9.30%,9766,17.30%,-0.60%,3/31/2013,All Residential,"Dallas-Fort Worth, TX metro area"
0.969543331,0.50%,0.60%,5812,30.60%,18.00%,19417,1.30%,-22.60%,47,-15,-30,$174K,5.90%,6.20%,8430,18.30%,-0.30%,3/31/2013,All Residential,"Houston, TX metro area"
1.001657309,0.60%,2.30%,6745,26.20%,-2.30%,9445,-2.60%,-58.00%,19,-5,-44,$388K,9.90%,25.20%,7533,10.00%,-10.90%,3/31/2013,All Residential,"Los Angeles, CA metro area"
0.963095436,0.00%,0.50%,2777,24.20%,-1.60%,,,,,,,$181K,6.50%,20.70%,,,,3/31/2013,All Residential,"Miami, FL metro area"
0.97414806,0.00%,0.90%,3199,16.90%,3.70%,15623,-1.20%,-15.00%,104,-2,-17,$142K,5.90%,21.20%,3726,4.70%,-0.20%,3/31/2013,All Residential,"Orlando, FL metro area"
0.948173887,0.70%,1.00%,2587,25.20%,7.70%,18382,5.20%,-17.40%,86,-10,-43,$207K,7.80%,6.20%,6157,26.80%,-2.00%,3/31/2013,All Residential,"Philadelphia, PA metro area"
1.048030159,1.10%,5.10%,1345,50.30%,-6.30%,1786,6.50%,-34.30%,14,-2,-11,$831K,8.60%,33.00%,1731,25.40%,-4.90%,3/31/2013,All Residential,"San Francisco, CA metro area"
1.055332525,1.30%,5.50%,1337,40.30%,-17.50%,1320,2.00%,-43.10%,10,-2,-11,$650K,7.80%,33.30%,1698,19.90%,-8.30%,3/31/2013,All Residential,"San Jose, CA metro area"
1.000094971,0.50%,2.00%,3368,36.40%,13.40%,6136,-1.50%,-36.70%,23,-16,-47,$325K,4.80%,18.60%,4445,19.60%,6.90%,3/31/2013,All Residential,"Seattle, WA metro area"
0.98743072,0.20%,0.90%,5445,26.90%,6.00%,13001,5.00%,-29.50%,28,-14,-26,$341K,9.60%,11.80%,8710,30.80%,-11.10%,3/31/2013,All Residential,"Washington, DC metro area"
0.949012861,0.00%,1.10%,2935,17.50%,10.90%,13424,-2.00%,-13.80%,77,-7,-20,$150K,-2.60%,25.00%,3193,-16.20%,-3.20%,3/31/2013,All Residential,"West Palm Beach, FL metro area"
0.97936013,-0.50%,1.30%,5375,-26.00%,21.10%,26241,2.00%,-6.50%,87,6,-18,$330K,-7.00%,10.00%,7460,17.40%,11.40%,9/30/2013,All Residential,"Boston, MA metro area"
0.973069425,-0.10%,1.80%,10548,-18.10%,26.00%,48939,-1.30%,-11.30%,75,1,-22,$186K,-4.60%,14.10%,12275,-11.20%,15.20%,9/30/2013,All Residential,"Chicago, IL metro area"
,,,7160,-20.50%,20.90%,22329,-5.00%,-13.00%,40,5,-16,$180K,-4.80%,6.80%,7467,-21.20%,9.50%,9/30/2013,All Residential,"Dallas-Fort Worth, TX metro area"
0.975665163,-0.20%,0.90%,6422,-13.00%,28.10%,20727,-1.90%,-10.60%,36,5,-18,$181K,-3.20%,9.90%,7153,-16.90%,18.40%,9/30/2013,All Residential,"Houston, TX metro area"
1.004975483,-0.30%,1.40%,6188,-19.60%,-2.50%,14482,6.30%,-0.80%,19,2,-16,$435K,-1.10%,25.40%,7962,-7.70%,20.90%,9/30/2013,All Residential,"Los Angeles, CA metro area"
0.97063755,0.00%,0.50%,2930,-8.90%,10.50%,,,,54,2,,$207K,1.00%,21.80%,,,,9/30/2013,All Residential,"Miami, FL metro area"
0.976778184,-0.40%,0.30%,3050,-13.90%,14.80%,15866,1.50%,-8.60%,86,1,-23,$158K,0.60%,25.40%,3812,-7.20%,11.60%,9/30/2013,All Residential,"Orlando, FL metro area"
0.958488645,-0.10%,0.90%,3779,-16.40%,30.90%,20236,2.90%,-4.60%,59,7,-18,$223K,-8.70%,-0.10%,5089,9.30%,13.90%,9/30/2013,All Residential,"Philadelphia, PA metro area"
1.04651442,-0.40%,2.30%,1238,-20.30%,6.10%,2466,16.40%,-6.90%,16,1,-2,$825K,-2.70%,15.60%,1939,25.60%,11.90%,9/30/2013,All Residential,"San Francisco, CA metro area"
1.025918417,-0.90%,0.30%,1440,-14.80%,6.70%,2267,2.40%,16.10%,15,2,2,$674K,-0.90%,16.20%,1669,-4.40%,14.20%,9/30/2013,All Residential,"San Jose, CA metro area"
1.000404769,-0.30%,1.00%,3737,-14.30%,20.60%,9660,1.70%,5.50%,17,3,-11,$352K,-0.80%,12.30%,4270,-12.80%,15.10%,9/30/2013,All Residential,"Seattle, WA metro area"
0.991039432,-0.10%,0.80%,6177,-19.90%,18.80%,18135,6.60%,4.10%,24,4,-13,$352K,-6.10%,5.50%,8222,3.10%,17.30%,9/30/2013,All Residential,"Washington, DC metro area"
0.960723665,0.60%,0.90%,2508,-10.40%,-0.10%,12622,3.40%,-5.60%,67,-4,-18,$175K,-3.10%,22.90%,3519,-5.00%,33.80%,9/30/2013,All Residential,"West Palm Beach, FL metro area"
0.975159994,-0.30%,0.20%,3305,-17.70%,21.40%,11318,-2.00%,-21.80%,55,14,-58,$320K,-8.30%,-2.00%,5206,19.10%,59.80%,2/29/2016,All Residential,"Boston, MA metro area"
0.962133212,0.00%,0.20%,6622,-12.60%,9.70%,43171,9.50%,-1.60%,99,6,1,$187K,-1.50%,10.00%,14349,42.80%,18.70%,2/29/2016,All Residential,"Chicago, IL metro area"
,,,6175,21.00%,14.70%,15848,1.40%,2.10%,36,-5,1,$215K,7.50%,7.50%,8727,14.00%,18.60%,2/29/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.968585062,0.10%,-0.50%,5002,16.00%,2.80%,22450,3.60%,22.30%,51,1,14,$201K,0.40%,1.40%,8881,14.10%,10.20%,2/29/2016,All Residential,"Houston, TX metro area"
0.989129182,0.10%,0.10%,4525,-2.30%,3.80%,14635,4.60%,-3.20%,44,2,2,$501K,0.20%,6.60%,7597,7.40%,4.30%,2/29/2016,All Residential,"Los Angeles, CA metro area"
0.957153397,-0.20%,-0.30%,2336,16.50%,-2.60%,18676,3.90%,5.50%,67,4,-10,$240K,2.00%,8.90%,4998,5.00%,12.70%,2/29/2016,All Residential,"Miami, FL metro area"
0.970234811,0.00%,0.60%,2744,0.20%,2.00%,12557,1.20%,-9.80%,63,6,-11,$181K,-2.20%,10.50%,4372,6.30%,1.40%,2/29/2016,All Residential,"Orlando, FL metro area"
0.954691085,0.00%,0.50%,2827,-6.50%,24.10%,16366,2.60%,-6.50%,78,6,-4,$206K,0.50%,5.60%,5034,27.90%,8.00%,2/29/2016,All Residential,"Philadelphia, PA metro area"
1.057158661,1.50%,-0.90%,730,1.80%,-12.00%,1757,29.30%,14.80%,21,-10,6,"$1,100K",11.10%,9.90%,1332,29.70%,-3.80%,2/29/2016,All Residential,"San Francisco, CA metro area"
1.037284877,1.50%,-0.70%,771,-9.00%,-13.50%,1618,31.20%,16.80%,18,-19,3,$825K,7.10%,9.30%,1418,39.40%,3.50%,2/29/2016,All Residential,"San Jose, CA metro area"
1.012422628,1.10%,1.50%,2735,15.60%,4.00%,4052,0.10%,-31.80%,13,-10,-27,$403K,-1.00%,11.90%,3869,20.90%,-1.60%,2/29/2016,All Residential,"Seattle, WA metro area"
0.982474094,0.10%,0.00%,5133,15.40%,20.70%,16186,0.00%,-3.30%,62,6,0,$355K,2.90%,1.40%,7664,36.70%,4.20%,2/29/2016,All Residential,"Washington, DC metro area"
0.952209829,0.20%,0.00%,2189,5.60%,-2.80%,15256,5.10%,1.20%,75,-2,-3,$217K,-1.50%,8.80%,4296,-3.60%,6.90%,2/29/2016,All Residential,"West Palm Beach, FL metro area"
0.976714221,-0.10%,0.00%,4470,-16.40%,-6.70%,22397,-12.30%,-0.70%,83,-2,0,$340K,3.00%,4.80%,3652,-42.40%,-6.80%,11/30/2014,All Residential,"Boston, MA metro area"
0.963299164,-0.30%,-0.50%,7637,-31.80%,-10.00%,46386,-7.80%,12.20%,79,5,-1,$184K,-2.60%,7.00%,8264,-28.50%,-1.10%,11/30/2014,All Residential,"Chicago, IL metro area"
,,,5719,-23.60%,-2.40%,17548,-8.70%,-13.20%,40,0,-5,$195K,2.60%,9.60%,5785,-24.30%,-6.00%,11/30/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.972886778,-0.20%,0.10%,5497,-21.40%,0.30%,17850,-3.30%,-4.50%,35,2,-7,$197K,2.60%,8.00%,6102,-18.80%,9.90%,11/30/2014,All Residential,"Houston, TX metro area"
0.987929268,-0.20%,-1.00%,5114,-22.30%,-10.50%,16384,-7.90%,23.50%,39,2,15,$464K,-1.80%,8.00%,5457,-30.80%,-4.50%,11/30/2014,All Residential,"Los Angeles, CA metro area"
0.960860031,-0.20%,-0.90%,2555,-23.30%,5.10%,17455,0.10%,,69,2,11,$214K,-2.80%,5.70%,3700,-22.60%,,11/30/2014,All Residential,"Miami, FL metro area"
0.965692005,-0.10%,-1.00%,2852,-20.00%,13.80%,14462,-2.10%,-10.50%,56,3,-34,$166K,0.60%,4.40%,3406,-23.10%,1.50%,11/30/2014,All Residential,"Orlando, FL metro area"
0.955455945,-0.10%,0.30%,3118,-21.40%,0.10%,19612,-8.00%,5.80%,63,-1,-3,$212K,-1.30%,-3.50%,3253,-35.30%,-3.50%,11/30/2014,All Residential,"Philadelphia, PA metro area"
1.050902549,-0.70%,0.90%,1171,-24.30%,-15.20%,1636,-24.40%,-2.40%,21,3,4,$990K,3.10%,20.00%,798,-44.70%,-15.80%,11/30/2014,All Residential,"San Francisco, CA metro area"
1.024789575,0.10%,0.20%,1137,-22.90%,-11.00%,2035,-18.00%,30.30%,30,5,14,$750K,0.00%,10.30%,812,-41.70%,-16.50%,11/30/2014,All Residential,"San Jose, CA metro area"
0.990435666,-0.20%,-0.40%,3136,-21.90%,4.50%,7456,-15.10%,-6.50%,31,3,4,$372K,0.30%,7.50%,2420,-37.00%,-6.40%,11/30/2014,All Residential,"Seattle, WA metro area"
0.983507689,-0.20%,-0.60%,5026,-20.10%,-3.30%,19538,-13.40%,20.20%,41,2,11,$360K,0.70%,2.90%,5055,-34.00%,-5.40%,11/30/2014,All Residential,"Washington, DC metro area"
0.954914994,0.00%,0.10%,2357,-21.50%,2.70%,14195,1.90%,6.60%,72,2,6,$197K,-1.50%,9.10%,3355,-15.60%,-1.10%,11/30/2014,All Residential,"West Palm Beach, FL metro area"
0.978688214,-0.10%,1.00%,5150,-4.20%,14.10%,25410,-3.20%,-4.80%,83,-4,-23,$325K,-1.50%,12.10%,6332,-15.10%,15.60%,10/31/2013,All Residential,"Boston, MA metro area"
0.971209113,-0.20%,1.70%,12166,15.30%,27.70%,47007,-3.90%,-10.30%,75,0,-28,$180K,-3.20%,18.40%,11370,-7.40%,6.80%,10/31/2013,All Residential,"Chicago, IL metro area"
,,,6834,-4.60%,11.20%,21598,-3.30%,-10.90%,43,3,-13,$180K,0.00%,12.40%,7739,3.60%,8.30%,10/31/2013,All Residential,"Dallas-Fort Worth, TX metro area"
0.97268787,-0.30%,0.80%,6388,-0.50%,20.20%,20170,-2.70%,-7.90%,42,6,-17,$177K,-2.10%,8.10%,7208,0.80%,13.00%,10/31/2013,All Residential,"Houston, TX metro area"
1.000040186,-0.50%,0.90%,6787,9.70%,-7.20%,14326,-1.10%,10.50%,21,2,-13,$435K,0.00%,26.10%,7753,-2.60%,9.60%,10/31/2013,All Residential,"Los Angeles, CA metro area"
0.972029619,0.10%,0.50%,3134,7.00%,7.80%,,,,54,0,,$190K,-8.20%,18.80%,,,,10/31/2013,All Residential,"Miami, FL metro area"
0.97704186,0.00%,0.40%,3017,-1.10%,-0.50%,16165,1.90%,-5.90%,88,2,-18,$155K,-1.90%,25.80%,4042,6.00%,8.80%,10/31/2013,All Residential,"Orlando, FL metro area"
0.953507066,-0.50%,0.70%,3826,1.20%,25.00%,19770,-2.30%,-3.60%,63,4,-21,$218K,-2.20%,4.10%,4708,-7.50%,11.60%,10/31/2013,All Residential,"Philadelphia, PA metro area"
1.046490661,0.00%,2.10%,1612,30.20%,7.80%,2224,-9.80%,-7.20%,15,-1,-2,$865K,4.80%,15.30%,1554,-19.90%,6.40%,10/31/2013,All Residential,"San Francisco, CA metro area"
1.023581742,-0.20%,0.10%,1558,8.20%,6.60%,2004,-11.60%,13.40%,15,0,1,$675K,0.20%,14.70%,1454,-12.90%,-6.30%,10/31/2013,All Residential,"San Jose, CA metro area"
0.996020125,-0.40%,0.40%,3813,2.00%,12.50%,9087,-5.90%,12.00%,21,4,-11,$350K,-0.60%,13.50%,3800,-11.00%,17.00%,10/31/2013,All Residential,"Seattle, WA metro area"
0.991161782,0.00%,0.80%,6358,2.90%,13.70%,17945,-1.00%,11.00%,25,1,-10,$350K,-0.60%,8.00%,7473,-9.10%,18.80%,10/31/2013,All Residential,"Washington, DC metro area"
0.961057982,0.00%,1.60%,2796,11.50%,13.10%,12976,2.80%,-3.20%,67,0,-24,$175K,0.00%,25.00%,3807,8.20%,25.90%,10/31/2013,All Residential,"West Palm Beach, FL metro area"
0.984446306,0.90%,0.80%,4328,31.00%,24.60%,13018,15.00%,-1.70%,40,-15,-64,$344K,7.30%,5.70%,9072,74.30%,28.40%,3/31/2016,All Residential,"Boston, MA metro area"
0.967308792,0.50%,0.60%,8432,27.30%,2.50%,47039,9.00%,-2.00%,95,-4,-2,$202K,8.10%,9.30%,17443,21.60%,0.90%,3/31/2016,All Residential,"Chicago, IL metro area"
,,,8008,29.70%,9.60%,16737,5.60%,5.60%,27,-9,-2,$225K,4.70%,7.70%,10368,18.80%,14.00%,3/31/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.971501899,0.30%,-0.40%,6684,33.60%,2.30%,23592,5.10%,26.00%,38,-13,11,$212K,5.60%,2.20%,10287,15.80%,12.90%,3/31/2016,All Residential,"Houston, TX metro area"
0.995164045,0.60%,0.40%,6165,36.20%,-0.60%,15189,3.80%,1.80%,35,-9,0,$519K,3.60%,8.60%,8761,15.30%,2.60%,3/31/2016,All Residential,"Los Angeles, CA metro area"
0.958234437,0.10%,-0.10%,2858,22.30%,-6.50%,18697,0.10%,5.40%,66,-1,-13,$240K,0.10%,6.70%,4798,-4.00%,-1.60%,3/31/2016,All Residential,"Miami, FL metro area"
0.973005927,0.30%,0.30%,3590,30.80%,-4.80%,12592,0.30%,-9.60%,54,-9,-10,$191K,5.20%,7.00%,4783,9.40%,-1.70%,3/31/2016,All Residential,"Orlando, FL metro area"
